source_document,page_number,content_type,content
"doc2.md","51","paragraph","กรณีองค์กรปกครองส่วนท้องถิ่นที่แสดงความจำนงเข้าร่วมกองทุนหลักประกันสุขภาพจัดบริการสาธารณสุขสำหรับผู้สูงอายุที่มีภาวะพึ่งพิง ให้สนับสนุนแก่ศูนย์พัฒนาคุณภาพชีวิตผู้สูงอายุในชุมชน หน่วยบริการ หรือสถานบริการ เพื่อจัดบริการสาธารณสุขสำหรับผู้สูงอายุที่มีภาวะพึ่งพิงสิทธิหลักประกันสุขภาพแห่งชาติ ตามชุดสิทธิประโยชน์การบริการด้านสาธารณสุขสำหรับผู้สูงอายุที่มีภาวะพึ่งพิงที่กำหนดไว้ เพื่อให้ผู้สูงอายุที่มีภาวะพึ่งพิง ได้รับการดูแลด้านสุขภาพย่างต่อเนื่องระยะยาวที่บ้าน ภายใต้การบริหารจัดการของกองทุนตำบล โดยมีคณะกรรมการสนับสนุนการจัดบริการดูแลระยะยาวสำหรับผู้สูงอายุที่มีภาวะพึ่งพิงทำหน้าที่ พิจารณาอนุมัติโครงการ แผนการดูแลรายบุคคล รวมถึงคำใช้จ่ายตามแผนการดูแลรายบุคคลสำหรับผู้สูงอายุที่มีภาวะพึ่งพิง ของศูนย์พัฒนาคุณภาพชีวิตผู้สูงอายุในชุมชน หน่วยบริการ หรือสถานบริการ ศูนย์พัฒนาคุณภาพชีวิตผู้สูงอายุในชุมชนให้เป็นไปตามหลักเกณฑ์ที่ สปสช.กำหนด"
"doc2.md","52","heading","กองทุนฟื้นฟูสมรรถภาพที่จำเป็นต่อสุขภาพระดับจังหวัด"
"doc2.md","52","paragraph","กองทุนฟื้นฟูสมรรถภาพที่จำเป็นต่อสุขภาพระดับจังหวัด เป็นกองทุนฯ ที่ สปสช.สนับสนุนให้องค์การบริหารส่วนจังหวัด (อบจ.) ร่วมจัดตั้งกองทุนฯ โดยร่วมกันสมทบเงินเข้ากองทุนฯ และให้อบจ.ดำเนินการจัดหาบริการฟื้นฟูสมรรถภาพด้านการแพทย์ อาทิ อุปกรณ์เครื่องช่วยสำหรับคนพิการรวม คำซ่อมแซม บริการฝึกการใช้อุปกรณ์เครื่องช่วยคนพิการ บริการฟื้นฟูฯ ผู้ป่วยที่หน่วยบริการแบบผู้ป่วยนอก บริการต่อเนื่องที่บ้าน/ในชุมชน บริการฟื้นฟูฯ ในชุมชน แก่ผู้มีสิทธิหลักประกันสุขภาพ 4 กลุ่ม ได้แก่"
"doc2.md","52","list","- คนพิการ (รหัสสิทธิย่อย 74)"
"doc2.md","52","list","- ผู้สูงอายุที่จำเป็นต้องได้รับการฟื้นฟูสมรรถภาพด้านการแพทย์"
"doc2.md","52","list","- ผู้ป่วยที่จำเป็นต้องได้รับการฟื้นฟูสมรรถภาพด้านการแพทย์"
"doc2.md","52","list","- ผู้ป่วยติดบ้านติดเตียง (ยกเว้นการจัดบริการฟื้นฟูสมรรถภาพด้านการแพทย์ในชุมชน ให้กับผู้สูงอายุที่มีภาวะพึ่งพิงที่ได้รับการดูแลจากกองทุน LTC)"
"doc2.md","53","heading","ระบบสุขภาพชุมชน ทุกคนมีส่วนร่วม"
"doc2.md","53","heading","กองทุนตำบล : สร้างหลักประกันสุขภาพทุกกลุ่มวัยในตำบล"
"doc2.md","53","list","- พัฒนาศูนย์เด็กเล็ก ในชุมชน"
"doc2.md","53","list","- สร้างเสริมสุขภาพเพื่อป้องกันและควบคุมโรคเบาหวาน ความดันโลหิตสูง ในกลุ่มเสี่ยง เช่น ผู้สูงอายุ คนอ้วน ฯลฯ"
"doc2.md","53","list","- ป้องกันโรคติดต่อระบาดในพื้นที่"
"doc2.md","53","list","- จัดให้มีการดูแลผู้สูงอายุ ที่เจ็บป่วย ติดบ้าน ติดเตียง ให้ได้รับการดูแลด้านสุขภาพอย่างต่อเนื่องในระยะยาวที่บ้านได้"
"doc2.md","53","heading","ระบบ LTC : บริการสำหรับผู้สูงอายุที่มีภาวะพึ่งพิง"
"doc2.md","53","list","- ประเมินความต้องการด้านสาธารณสุขตามชุดสิทธิประโยชน์แก่ผู้สูงอายุ 60 ปีขึ้นไป สิทธิบัตรทองที่มีภาวะพึ่งพิง (กลุ่มติดบ้านติดเตียง)"
"doc2.md","53","list","- จัดทำแผนการดูแลรายบุคคล (Care Plan: CP)"
"doc2.md","53","heading","กองทุนฟื้นฟูสมรรถภาพที่จำเป็นต่อสุขภาพระดับจังหวัด"
"doc2.md","53","list","- สนับสนุนอุปกรณ์เครื่องช่วยสำหรับคนพิการรวมคำซ้อมแซม"
"doc2.md","53","list","- บริการฝึกการใช้อุปกรณ์เครื่องช่วยคนพิการ"
"doc2.md","53","list","- บริการฟื้นฟูฯผู้ป่วยที่หน่วยบริการแบบผู้ป่วยนอก"
"doc2.md","53","list","- บริการต่อเนื่องที่บ้าน/ในชุมชน บริการฟื้นฟูฯในชุมชน"
"doc2.md","54","heading","สยด่วน สปสช."
"doc2.md","54","heading","บริการข้อมูลหลักประกันสุขภาพ"
"doc2.md","54","list","- 1330"
"doc2.md","55","heading","ช่องทางบริการข้อมูล สปสช."
"doc2.md","55","heading","ข้อมูลเบื้องต้น"
"doc2.md","55","list","- สปสช. พัฒนาช่องทางเพิ่มความสะดวกให้ผู้สนใจต้องการข้อมูลเกี่ยวกับหน้าที่และสิทธิหลักประกันสุขภาพแห่งชาติ ขั้นตอนการใช้บริการ หรือข้อมูลอื่นๆ ที่เกี่ยวข้องในระบบหลักประกันสุขภาพแห่งชาติ สามารถดิดต่อและสืบค้นข้อมูลได้ดังนี้"
"doc2.md","55","heading","บริการทางโทรศัพท์"
"doc2.md","55","heading","สายด่วน สปสช. โทร. 1330 มีเจ้าหน้าที่ให้บริการ 24 ชั่วโมง"
"doc2.md","55","list","- บริการตรวจสอบสิทธิหลักประกันสุขภาพ ด้วยระบออัตโนมัติ"
"doc2.md","55","list","- บริการข้อมูล ให้คำแนะนำเกี่ยวกับการใช้สิทธิหลักประกันสุขภาพแห่งชาติ"
"doc2.md","55","list","- รับเรื่องร้องเรียน ร้องทุกข์"
"doc2.md","55","heading","บริการข้อมูลทางสื่อสารออนไลน์ เพิ่มความสะดวก รวดเร็ว ได้แก่ เว็บไซต์ สปสช. www.nhso.go.th และสามารถสืบค้นข้อมูลเฉพาะเรื่อง เช่น"
"doc2.md","55","list","- ศูนย์ข้อมูลกฎหมาย สปสช. http://law.nhso.go.th/"
"doc2.md","55","list","- ศูนย์บริการสารสนเทศประกันสุขภาพ http://eis.nhso.go.th/"
"doc2.md","55","list","- ข้อมูลกองทุนหลักประกันสุขภาพในระดับท้องถิ่นหรือพื้นที่ http://obt.nhso.go.th/"
"doc2.md","55","list","- รายงานวิจัย / คู่มือ / หนังสือวิชาการด้านหลักประกันสุขภาพ http://library.nhso.go.th/index.htm"
"doc2.md","56","heading","บริการข้อมูลสแกน QR Code"
"doc2.md","56","paragraph","Facebook สปสช. ![](https://www.facebook.com)"
"doc2.md","56","paragraph","www.nhso.go.th ![](https://www.nhso.go.th)"
"doc2.md","56","paragraph","App สปสช. ![](https://App Store) ![](https://Google Play)"
"doc2.md","56","paragraph","LINE สปสช. ![](https://LINE)"
"doc2.md","57","heading","ที่อยู่และการติดต่อ สปสช.เขต 1-13"
"doc2.md","57","heading","เขต 1 เชียงใหม่"
"doc2.md","57","paragraph","สำนักงานหลักประกันสุขภาพแห่งชาติ เขต 1 เชียงใหม่ เลขที่ 6 อาคารสำนักงานไปรษณีย์เขต 5 ถ.มหิดล ต.สุเทพ อ.เมือง จ.เชียงใหม่ 50200 โทรศัพท์ 053-285-355 โทรสาร 053-285-364 http://chiangmai.nhso.go.th/"
"doc2.md","57","heading","เขต 2 พิษณุโลก"
"doc2.md","57","paragraph","สำนักงานหลักประกันสุขภาพแห่งชาติ เขต 2 พิษณุโลก เลขที่ 430 มหมู่ 6 ต.ท่าทอง อ.เมือง จ.พิษณุโลก 65000 โทรศัพท์ 055-245-111 โทรสาร 055-247-111 http://phitsanulok.nhso.go.th/"
"doc2.md","57","heading","เขต 3 นครสวรรค์"
"doc2.md","57","paragraph","สำนักงานหลักประกันสุขภาพแห่งชาติ เขต 3 นครสวรรค์ เลขที่ 1102/226 มหมู่ 10 ถ.นครสวรรค์ -พิษณุโลก ต.นครสวรรค์ตก อ.เมือง จ.นครสวรรค์ 60000 โทรศัพท์ 056-371-831 โทรสาร 056-371-831 http://nakhon sawan.nhso.go.th/"
"doc2.md","57","heading","เขต 4 ระยอง"
"doc2.md","57","paragraph","สำนักงานหลักประกันสุขภาพแห่งชาติ เขต 4 ระยอง เลขที่ 65/3 ซอย1 ถ.พิชัยรณรงค์สงคราม ต.ปากเพรียว อ.เมือง จ.ระยอง 18000 โทรศัพท์ 036-213-205 โทรสาร 036-213-263 http://saraburi.nhso.go.th/"
"doc2.md","57","heading","เขต 5 ราชบุรี"
"doc2.md","57","paragraph","สำนักงานหลักประกันสุขภาพแห่งชาติ เขต 5 ราชบุรี เลขที่ 2 อาคารสำนักงานไปรษณีย์ ชั้น 3 ถ.สมุทรศักดารักษ์ ต.หน้าเมือง อ.เมือง จ.ราชบุรี 70000 โทรศัพท์ 032-332-590 โทรสาร 032-332-593 http://ratchaburi.nhso.go.th/"
"doc2.md","57","heading","เขต 6 ระยอง"
"doc2.md","57","paragraph","สำนักงานหลักประกันสุขภาพแห่งชาติ เขต 6 ระยอง เลขที่ 115 อาคารสตาร์พลาซ่า ชั้น 2 ซ.ศูนย์การค้าสาย 4 ถ.สุขุมวิท ต.เชิงเนิน อ.เมือง จ.ระยอง 21000 โทรศัพท์ 038-864-313-9 โทรสาร 038-864-320 http://rayong.nhso.go.th/"
"doc2.md","57","heading","เขต 7 ขอนแก่น"
"doc2.md","57","paragraph","สำนักงานหลักประกันสุขภาพแห่งชาติ เขต 7 ขอนแก่น เลขที่ 356/1 อาคารซีพี ชั้น3 ถ.มิตรภาพ อ.เมือง จ.ขอนแก่น 40000 โทรศัพท์ 043-365-200-3 โทรสาร 043-365-111 http://khonkaen.nhso.go.th/"
"doc2.md","58","paragraph","สำนักงานหลักประกันสุขภาพแห่งชาติ เขต 8 อุดรธานี เลขที่ 21/68 อาคารบริษัททีโอที จำกัด (มหาชน) ถ.วัฒนานุวงศ์ ต.หมากแข้ง อ.เมือง จ.อุดรธานี 41000 โทรศัพท์ 042-325-681 โทรสาร 042-325-674 http://udonthani.nhso.go.th/"
"doc2.md","58","paragraph","สำนักงานหลักประกันสุขภาพแห่งชาติ เขต 9 นครราชสีมา เลขที่ 149 หมู่3 บ้านหนองปลิง ถ.ราชสีมา - โชคชัย ต.หนองบัวศาลา อ.เมือง จ.นครราชสีมา 30000 โทรศัพท์ 044-248-870-4 โทรสาร 044-248-875 http://korat.nhso.go.th/"
"doc2.md","58","paragraph","สำนักงานหลักประกันสุขภาพแห่งชาติ เขต 10 อุบลราชธานี เลขที่ 145 ที่ทำการไปรษณีย์ ชั้น 3 ถ.ศรีณรงค์ ต.ในเมือง อ. เมือง จ.อุบลราชธานี 34000 โทรศัพท์ 045-240591, 045-240839, 045-240974, 045-241-228, 045-241-231โทรสาร 045-255-393 http://ubon.nhso.go.th/"
"doc2.md","58","paragraph","สำนักงานหลักประกันสุขภาพแห่งชาติ เขต 11 สุราษฎร์ธานี เลขที่ 91/1 หมู่ 1 อาคารพีซีทาวเวอร์ ชั้น 10 ถ.กาญจนวิถี ต.บางกุง อ.เมือง จ.สุราษฎร์ธานี 84000 โทรศัพท์ 077-274-811 โทรสาร 077-274-818 http://suratthani.nhso.go.th/"
"doc2.md","58","paragraph","สำนักงานหลักประกันสุขภาพแห่งชาติเขต 12 สงขลา เลขที่ 488/88 อาคารสยามนครินทร์ คอมเพล็กซ์ ชั้น3 ถนนเพชรเกษม ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา 90110 โทรศัพท์ 074-233-888 โทรสาร 074-235-494 http://songkhla.nhso.go.th/"
"doc2.md","58","paragraph","สำนักงานหลักประกันสุขภาพแห่งชาติเขต 13 กรุงเทพมหานคร เลขที่ 120 หมู่ 3 อาคารรัฐประศาสนภักดี (อาคารบี ) ชั้น 5 (ฝั่งลานจอดรถ) ศูนย์ราชการเฉลิมพระเกียรติ ๘๐ พรรษา ๕ ธันวาคม ๒๕๕๐ ถ.แจ้งวัฒนะ แขวงทุ่งสองห้อง เขตหลักสี่ กทม.10210 โทร 02-142-1000 โทรสาร 02-1438-772-3 http://bkk.nhso.go.th/"
"doc2.md","59","heading","แผนที่แสดงการจัดพื้นที่ในความรับผิดชอบของ สปสช.เขต 1-13"
"doc2.md","59","heading","เขต 1 เชียงใหม่"
"doc2.md","59","list","- เชียงใหม่, เชียงราย, พะเยา, แม่ฮ่องสอน, ลำปาง, ลำพูน, แพร่, น่าน"
"doc2.md","59","heading","เขต 2 พิษณุโลก"
"doc2.md","59","list","- พิษณุโลก, ตาก, เพชรบูรณ์, สุโขทัย, อุตรดิตถ์"
"doc2.md","59","heading","เขต 3 นครสวรรค์"
"doc2.md","59","list","- นครสวรรค์, กำแพงเพชร, ชัยนาท, พิจิตร, อุทัยธานี"
"doc2.md","59","heading","เขต 4 ระยอง"
"doc2.md","59","list","- ระยอง, อยุธยา, ลพบุรี, สิงห์บุรี, อ่างทอง, ปทุมธานี, ฉะเชิงเทรา, นครนายก"
"doc2.md","59","heading","เขต 5 ราชบุรี"
"doc2.md","59","list","- ราชบุรี, กาญจนบุรี, ประจวบคีรีขันธ์, เพชรบุรี, สมุทรสงคราม, นครปฐม, สุพรรณบุรี, สมุทรสาคร"
"doc2.md","59","heading","เขต 6 สงขลา"
"doc2.md","59","list","- สงขลา, ตรัง, นราธิวาส, ปัตตานี, พัทลุง, ยะลา, สตูล"
"doc2.md","59","heading","เขต 7 ขอนแก่น"
"doc2.md","59","list","- ขอนแก่น, กาฬสินธุ์, มahaสารคาม, ร้อยเอ็ด"
"doc2.md","59","heading","เขต 8 อุดรธานี"
"doc2.md","59","list","- อุดรธานี, สกลนคร, นครพนม, หนองคาย, หนองบัวลำภู, เลย, บึงกาฬ"
"doc2.md","59","heading","เขต 9 นครราชสีมา"
"doc2.md","59","list","- นครราชสีมา, ชัยภูมิ, บุรีรัมย์, สุรินทร์"
"doc2.md","59","heading","เขต 10 อุบลราชธานี"
"doc2.md","59","list","- อุบลราชธานี, มุกดาหาร, ยโสธร, ศรีสะเกษ, อำนาจเจริญ"
"doc2.md","59","heading","เขต 11 สุราษฎร์ธานี"
"doc2.md","59","list","- สุราษฎร์ธานี, กระบี่, ชุมพร, นครศรีธรรมราช, พังงา, ภูเก็ต, ระนอง"
"doc2.md","59","heading","เขต 12 กรุงเทพมหานคร"
"doc2.md","59","list","- กรุงเทพมหานคร"
"doc2.md","60","heading","คนไทยต้อง ""ไม่ไร้สิทธิ์"""
"doc2.md","60","heading","เข้าถึง ""สิทธิ"" อย่างเท่าเทียม ด้วย 7 ขั้นตอน"
"doc2.md","60","heading","1. ตรวจสอบสถานะทางทะเบียน"
"doc2.md","60","list","1. ตกหล่นทางทะเบียนราษฎร"
"doc2.md","60","list","2. มีชื่อและรายการอยู่ในทะเบียนบ้านกลาง"
"doc2.md","60","list","3. ถูกกำหนดวาระการทางทะเบียน"
"doc2.md","60","heading","2. รวบรวมเอกสารทางทะเบียน"
"doc2.md","60","list","1. บัตรประจำตัวประชาชนของผู้แจ้ง"
"doc2.md","60","list","2. บัตรประจำตัวประชาชนของบิดามารดา"
"doc2.md","60","list","3. สูติบัตร"
"doc2.md","60","list","4. ทะเบียนบ้านที่เคยมีชื่อ"
"doc2.md","60","list","5. ใบแจ้งการย้ายที่อยู่"
"doc2.md","60","list","6. เอกสารอื่นๆ ที่ราชการออกให้"
"doc2.md","60","list","7. กรณีที่ไม่มีเอกสารใด ๆ ที่ใช้อ้างอิงก็สามารถยื่นคำร้องได้"
"doc2.md","60","heading","3. ยืนคำร้องต่อเจ้าหน้าที่ฯ"
"doc2.md","60","list","1. สำนักทะเบียนอำเภอ หรือ"
"doc2.md","60","list","2. สำนักทะเบียนท้องถิ่น (ที่มีภูมิลำเนาอาศัยอยู่ปัจจุบัน)"
"doc2.md","60","heading","4. ตรวจสอบเอกสาร"
"doc2.md","60","list","1. เจ้าหน้าที่รับคำร้อง"
"doc2.md","60","list","2. ตรวจสอบเอกสารเบื้องต้น"
"doc2.md","60","heading","5. พิจารณา"
"doc2.md","60","list","1. ตรวจสอบหลักฐาน"
"doc2.md","60","list","2. สอบสวนพยานบุคคล"
"doc2.md","60","heading","6. แจ้งผลฯ ให้ผู้ร้องทราบ"
"doc2.md","60","list","1. ผ่านการพิจารณา"
"doc2.md","60","list","2. หากฐานไม่เพียงพอ ต้องตรวจ DNA"
"doc2.md","60","heading","7. ก้าวไปอาจพิสูจน์สถานะการเกิดและสัญชาติได้"
"doc2.md","60","paragraph","จะได้รับการจัดทำทะเบียนประวัติเป็นบุคคลประเภท 0 (มาตรา 19/2)"
"doc2.md","61","heading","การติดต่อหน่วยงานที่เกี่ยวข้อง"
"doc2.md","61","heading","สิทธิประกันสังคม"
"doc2.md","61","list","- สายด่วนประกันสังคม 1506 (บริการ 24 ชั่วโมง)"
"doc2.md","61","list","    - ให้บริการข้อมูลสิทธิประกันสังคม"
"doc2.md","61","list","    - ตรวจสอบรายชื่อโรงพยาบาล / ตรวจสอบสิทธิประกันสังคม"
"doc2.md","61","list","    - สืบค้นข้อมูลเพิ่มเติมได้ที่ www.sso.go.th"
"doc2.md","61","heading","สิทธิสวัสดิการการรักษาพยาบาลของข้าราชการ กรมบัญชีกลาง"
"doc2.md","61","list","- สายด่วนกรมบัญชีกลาง (บริการในวัน-เวลาราชการ)"
"doc2.md","61","list","    - ให้บริการข้อมูลสิทธิการรักษาพยาบาล และการเบิกจ่ายสิทธิสวัสดิการข้าราชการ"
"doc2.md","61","list","    - ตรวจสอบรายชื่อโรงพยาบาล / ตรวจสอบสิทธิข้าราชการ"
"doc2.md","61","list","    - สืบค้นข้อมูลเพิ่มเติมได้ที่ www.cgd.go.th"
"doc2.md","61","heading","กรณีเจ็บป่วยฉุกเฉิน"
"doc2.md","61","list","- สายด่วน 1669 (บริการ 24 ชั่วโมง)"
"doc2.md","61","list","    - ให้บริการ / ประสานข้อมูลกรณีขอรับบริการรถกู้ชีพ 1669"
"doc2.md","61","list","    - ประสานให้คำปรึกษากรณีเจ็บป่วยฉุกเฉิน"
"doc2.md","61","list","    - สืบค้นข้อมูลเพิ่มเติมได้ที่ www.niems.go.th"
"doc2.md","62","heading","สปสช."
"doc2.md","62","heading","บริการข้อมูลหลักประกันสุขภาพ"
"doc2.md","62","list","- **สายด่วน สปสช.**"
"doc2.md","62","list","    - 1330"
"doc2.md","62","heading","สำนักงานหลักประกันสุขภาพแห่งชาติ (สปสช.)"
"doc2.md","62","list","- เลขที่ 120 มู่ 3 ชั้น 2-4 อาคารรัฐประศาสนภักดี ""ศูนย์ราชการเฉลิมพระเกียรติ 80 พรรษา 5 ธันวาคม 2550"" ก้นแจ้งวัฒนะ แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพฯ 10210"
"doc2.md","62","list","- โทร. 02-141-4000 โทรสาร 02-143-9730-1"
"doc2.md","62","list","- www.nhso.go.th"
"doc2.md","62","paragraph","ปรับปรุงข้อมูล เมษายน 2566"
